crop_name,year_start,india_cost_unweighted,india_cost_wavg_sample
Nigerseed,2020,24649.39,24649.39
Nigerseed,2021,27311.46,27311.46
Onion,1996,20377.96,20377.96
Onion,1997,21992.42,21992.42
Onion,1998,26410.57,26410.57
Onion,1999,24554.83,27640.672666666665
Onion,2000,27190.855,34045.924047619046
Onion,2001,30315.64,33916.612857142856
Onion,2002,24846.66,26764.350188679247
Onion,2003,33537.78,40614.439354838716
Onion,2004,30286.965,34838.10666666667
Onion,2005,40937.166666666664,46800.06537499999
Onion,2006,44281.67333333334,47613.58044117647
Onion,2007,46236.95333333333,49058.235157894735
Onion,2008,56409.725000000006,59309.6645
Onion,2009,54123.675,56434.826232876716
Onion,2010,67074.0625,71036.96503267974
Onion,2011,70361.985,79665.28187500002
Onion,2012,85303.765,103773.37175438597
Onion,2013,97977.42000000001,114111.12910344829
Onion,2014,117239.63,124685.19531468532
Onion,2015,116818.38,132212.9558293839
Onion,2016,101490.33333333333,115115.84074074074
Onion,2017,132536.38333333333,142336.39517241382
Onion,2018,110642.55666666664,114799.89025380713
Onion,2019,147013.37333333332,164742.0221686747
Onion,2020,165920.14428571425,184257.86108597284
Onion,2021,168319.43142857144,187381.46142307692
Orange,2010,20673.560398999998,20673.560399
Orange,2011,22140.120935,22140.120935
Orange,2012,24200.833065000003,24200.833065
Orange,2013,26124.973977999995,26124.973977999998
Orange,2014,28502.232049000002,28502.232049
Orange,2015,31046.78355,31046.783549999996
Orange,2016,34025.589551,34025.589551
Orange,2017,34764.43947699999,34764.439477
Orange,2018,37065.264009000006,37065.264009
Orange,2019,40111.889396,40111.889396
Orange,2020,43223.52488199999,43223.524882
Orange,2021,47337.968229000006,47337.968229
Orange,2022,51071.452631,51071.45263099999
Orange,2023,55042.864714,55042.864714
Orange,2024,59728.799235,59728.79923499999
Orange,2025,65235.820707,65235.820707000006
Paddy,1996,13785.26,13133.444875536481
Paddy,1997,15136.526000000002,14437.282347124643
Paddy,1998,17319.934999999998,16926.438059899287
Paddy,1999,19076.742500000004,18450.252930540242
Paddy,2000,19436.16,18593.0937726967
Paddy,2001,20593.814166666667,19596.384856492023
Paddy,2002,20937.105333333333,21040.305795019158
Paddy,2003,21336.449999999997,21190.87383805289
Paddy,2004,21980.400666666672,22104.356058837264
Paddy,2005,21967.58388888889,22471.633264825516
Paddy,2006,22842.239999999998,23165.328743047827
Paddy,2007,24851.667222222222,25471.37422374429
Paddy,2008,29935.70277777778,30966.62432334047
Paddy,2009,34203.91777777779,35021.64328104287
Paddy,2010,36043.38055555555,37031.032119089316
Paddy,2011,41450.229999999996,42701.29612416469
Paddy,2012,47644.50444444445,48619.60831234814
Paddy,2013,51408.031111111115,52659.21241189428
Paddy,2014,58667.95888888889,61251.71212892281
Paddy,2015,60824.26833333334,62716.17470182993
Paddy,2016,62290.606111111105,64533.43288932632
Paddy,2017,68239.31777777777,69662.68430649012
Paddy,2018,71805.86894736842,70067.74620544609
Paddy,2019,75752.40999999999,74238.56858064517
Paddy,2020,77214.18444444444,76719.75578969956
Paddy,2021,80804.21222222222,78093.31696043166
Paddy,2022,84452.75857000002,84452.75857
Paddy,2023,91402.14722399999,91402.147224
Paddy,2024,98341.7641,98341.76409999999
Paddy,2025,105178.44761,105178.44761
Papaya,2010,22242.93426,22242.934259999998
Papaya,2011,23477.143799000005,23477.143799
Papaya,2012,25532.60886,25532.60886
Papaya,2013,27821.713508000004,27821.713508
Papaya,2014,30251.107591999997,30251.107591999993
Papaya,2015,33172.518917,33172.518917
Papaya,2016,35849.135407,35849.135407
Papaya,2017,36755.74752699999,36755.747527
Papaya,2018,39440.611057999995,39440.611058
Papaya,2019,42938.619664,42938.619664
Papaya,2020,46536.56961,46536.56960999999
Papaya,2021,50617.98838399999,50617.988384
Papaya,2022,54465.26532599999,54465.26532599999
Papaya,2023,59237.00747,59237.00747
Papaya,2024,63441.48960200001,63441.48960200001
Papaya,2025,68201.085285,68201.085285
Peas (Vegetable) (Green),2005,14499.705,16174.46739884393
Peas (Vegetable) (Green),2006,15799.305,17282.06551948052
Peas (Vegetable) (Green),2007,17307.675,19267.832125984252
Peas (Vegetable) (Green),2008,19091.684999999998,20381.92352941176
Peas (Vegetable) (Green),2009,20835.635000000002,21044.918
Peas (Vegetable) (Green),2010,22174.315000000002,23164.321327433634
Peas (Vegetable) (Green),2011,30559.5,30559.5
Peas (Vegetable) (Green),2012,37032.23,37032.23
Peas (Vegetable) (Green),2013,36988.47,36988.47
Pomegranate,2010,23695.244451,23695.244451000002
Pomegranate,2011,25393.195263,25393.195263
Pomegranate,2012,27322.286075000004,27322.286075
Pomegranate,2013,29596.920713000003,29596.920713
Pomegranate,2014,31915.540041,31915.540041000004
Pomegranate,2015,34921.631017,34921.63101700001
Pomegranate,2016,37325.55117900001,37325.551179
Pomegranate,2017,37848.00652299999,37848.006523
Pomegranate,2018,40138.982816,40138.982816
Pomegranate,2019,43322.680180999996,43322.680181
Pomegranate,2020,47177.079429000005,47177.079429
Pomegranate,2021,51598.042507,51598.042507000006
Pomegranate,2022,55609.538724,55609.53872400001
Pomegranate,2023,60536.049730000006,60536.049730000006
Pomegranate,2024,65436.75492,65436.75492
Pomegranate,2025,70721.560176,70721.560176
Potato,1996,34254.585,41849.70954545455
Potato,1997,34602.399999999994,40280.18708029197
Potato,1998,38291.17,41715.95393442622
Potato,1999,35413.9825,36305.730196560195
Potato,2000,35727.3775,36319.54194148936
Potato,2001,41904.01,44435.48528089887
Potato,2002,43164.006,43954.11971311475
Potato,2003,41835.795999999995,45188.61970464136
Potato,2004,41357.964,46718.584351851845
Potato,2005,49177.82499999999,53774.67524038461
Potato,2006,54533.13428571429,57142.280528735646
Potato,2007,58174.44571428571,61868.47618932038
Potato,2008,55013.66,58429.32434782609
Potato,2009,69355.18,78003.33749262537
Potato,2010,72947.6475,76397.00920886076
Potato,2011,68786.4625,80045.04455149501
Potato,2012,79888.845,93007.2015410959
Potato,2013,91880.95749999999,109483.18689655174
Potato,2014,119405.06400000001,130648.67999999998
Potato,2015,116635.78,125803.08914141414
Potato,2016,101825.328,108989.07725373133
Potato,2017,117024.0711111111,122406.72339712919
Potato,2018,127876.39333333331,125342.49
Potato,2019,140860.49444444446,154250.78839050132
Potato,2020,155216.94285714286,175970.2716055046
Potato,2021,159887.76285714284,183398.61887530563
Ragi,1997,13578.445,12221.904594594595
Ragi,1998,10898.496666666666,10798.428608695653
Ragi,1999,14558.04,14151.475357142856
Ragi,2000,15379.980000000001,13929.496451612906
Ragi,2001,16298.095000000001,13626.158157894737
Ragi,2002,13593.38,10196.688795180722
Ragi,2003,13002.230000000001,11839.763428571428
Ragi,2004,12724.835,12237.23941860465
Ragi,2005,16910.443333333333,16380.47757142857
Ragi,2006,16983.26,17112.32326530612
Ragi,2007,19927.4575,18519.798275862067
Ragi,2008,23716.27666666667,23640.52527777778
Ragi,2009,33314.135,28741.471578947374
Ragi,2010,32845.5725,30673.58152777778
Ragi,2011,32535.685999999998,33721.930869565214
Ragi,2012,37586.61,36725.47539473684
Ragi,2013,40400.871999999996,38305.05618421052
Ragi,2014,37072.24,51730.7025
Ragi,2015,43490.15,55948.64142857143
Ragi,2016,39090.14,43402.053478260874
Ragi,2017,52438.91799999999,47381.761788079464
Ragi,2018,48821.74399999999,43240.69700787402
Ragi,2019,55664.368,50350.23257575757
Ragi,2020,59325.81,52759.36666666667
Ragi,2021,53284.875,49635.15565217392
Rapeseed & Mustard (Toria/Taramira),1996,8921.127142857144,8800.348777335983
Rapeseed & Mustard (Toria/Taramira),1997,8132.800000000001,7956.9216442606
Rapeseed & Mustard (Toria/Taramira),1998,10016.75857142857,10082.971436651584
Rapeseed & Mustard (Toria/Taramira),1999,11406.815714285713,11330.228788480636
Rapeseed & Mustard (Toria/Taramira),2000,12454.49375,12724.000979262672
Rapeseed & Mustard (Toria/Taramira),2001,13133.77875,12957.790040444894
Rapeseed & Mustard (Toria/Taramira),2002,12502.82111111111,13148.647254464287
Rapeseed & Mustard (Toria/Taramira),2003,14508.284444444444,14118.927707129094
Rapeseed & Mustard (Toria/Taramira),2004,13673.308888888889,13767.945768169273
Rapeseed & Mustard (Toria/Taramira),2005,15502.774285714284,14889.222486437613
Rapeseed & Mustard (Toria/Taramira),2006,16204.04428571429,15949.271595441598
Rapeseed & Mustard (Toria/Taramira),2007,18148.98375,18212.633806946225
Rapeseed & Mustard (Toria/Taramira),2008,19879.57125,20301.420371747212
Rapeseed & Mustard (Toria/Taramira),2009,22005.49625,22396.730132113822
Rapeseed & Mustard (Toria/Taramira),2010,24511.885,24823.5218389662
Rapeseed & Mustard (Toria/Taramira),2011,29929.541250000002,30162.23449698189
Rapeseed & Mustard (Toria/Taramira),2012,33142.72625,34129.36134927413
Rapeseed & Mustard (Toria/Taramira),2013,35671.71625,36982.39756457564
Rapeseed & Mustard (Toria/Taramira),2014,38487.51375,39540.820148514846
Rapeseed & Mustard (Toria/Taramira),2015,41206.661250000005,42333.04325787402
Rapeseed & Mustard (Toria/Taramira),2016,43641.01375,45156.51229862475
Rapeseed & Mustard (Toria/Taramira),2017,43540.34545454545,46077.7991190253
Rapeseed & Mustard (Toria/Taramira),2018,43931.299999999996,46496.603881118885
Rapeseed & Mustard (Toria/Taramira),2019,45224.46090909091,47506.58436893204
Rapeseed & Mustard (Toria/Taramira),2020,50594.53166666667,53601.98073795181
Rapeseed & Mustard (Toria/Taramira),2021,54677.91833333333,59257.05187737041
Safflower,1997,3592.88,3592.88
Safflower,1998,4269.7,4269.7
Safflower,1999,5793.96,5793.96
Safflower,2000,5429.05,5289.162307692308
Safflower,2001,5708.645,5545.82
Safflower,2002,4828.34,4828.34
Safflower,2003,7576.6,7576.6
Safflower,2004,5174.82,5174.82
Safflower,2005,7265.285,7533.602592592593
Safflower,2006,9753.88,9753.88
Safflower,2007,10028.12,11477.982
Safflower,2008,11806.755000000001,11608.660769230772
Safflower,2009,12074.265,11890.817619047619
Safflower,2010,12816.010000000002,14171.700000000003
Safflower,2011,21108.12,21108.12
Safflower,2012,21108.12,21108.12
Safflower,2013,25904.37,25904.37
Safflower,2014,20283.605,19325.858
Safflower,2015,17831.02,17831.02
Safflower,2017,38876.38,40047.05285714286
Safflower,2018,42067.94,42067.94
Safflower,2019,20822.59,20822.59
Safflower,2020,22538.11,22538.11
Safflower,2021,25162.48,25162.48
Sesamum (Til),1996,4864.34,4721.77421875
Sesamum (Til),1997,5341.326666666667,5502.181142857143
Sesamum (Til),1998,5158.35,5126.5090322580645
Sesamum (Til),1999,6626.754999999999,6933.311538461539
Sesamum (Til),2000,6774.365,6991.102720588235
Sesamum (Til),2001,6924.022,6344.673578431372
Sesamum (Til),2002,7319.267999999999,7855.52811965812
Sesamum (Til),2003,8328.256,8610.417587719297
Sesamum (Til),2004,7713.558333333334,8204.054511784512
Sesamum (Til),2005,9472.541666666666,9801.643146067416
Sesamum (Til),2006,10064.193333333333,9846.204232365144
Sesamum (Til),2007,11334.570000000002,11220.649731543625
Sesamum (Til),2008,14805.196000000002,13855.42536423841
Sesamum (Til),2009,15418.228,15512.60186234818
Sesamum (Til),2010,16822.384,15401.445985401457
Sesamum (Til),2011,21142.62714285714,19489.76254612546
Sesamum (Til),2012,21595.50571428571,22162.17487544484
Sesamum (Til),2013,26604.354285714282,28956.34930909091
Sesamum (Til),2014,29539.010000000002,31085.97458852868
Sesamum (Til),2015,27872.815714285713,27310.612828282832
Sesamum (Til),2016,28662.98285714286,33080.67513618678
Sesamum (Til),2017,34018.615000000005,42095.073520599246
Sesamum (Til),2018,33154.779,36702.4035369775
Sesamum (Til),2019,33301.986666666664,39105.0003257329
Sesamum (Til),2020,36425.534,35208.686561514194
Sesamum (Til),2021,39942.74399999999,41162.06419213973
Soyabean,1996,8375.826666666666,9056.583929539294
Soyabean,1997,8994.216666666667,9561.291796875
Soyabean,1998,9045.353333333333,9245.97072815534
Soyabean,1999,9266.926666666666,9240.399949238577
Soyabean,2000,9623.393333333333,9666.27995203837
Soyabean,2001,10892.56,11111.814265734267
Soyabean,2002,10765.855,11407.870714285715
Soyabean,2003,12651.445,13035.159638826186
Soyabean,2004,12850.1525,13562.036481481482
Soyabean,2005,12627.963333333333,13121.840766488413
Soyabean,2006,14070.605,14598.279110320284
Soyabean,2007,15685.345000000001,16662.95638655462
Soyabean,2008,18241.16,19194.72030195382
Soyabean,2009,21258.193333333333,22942.503283859
Soyabean,2010,22768.246666666662,24141.73847299814
Soyabean,2011,22419.3675,25145.995254515597
Soyabean,2012,29544.627500000002,33739.95351042156
Soyabean,2013,28416.317500000005,32527.959068702286
Soyabean,2014,34763.132000000005,38548.53507512521
Soyabean,2015,34693.094,35525.507624584716
Soyabean,2016,41988.65,44895.13834415585
Soyabean,2017,35643.435,38801.209290220824
Soyabean,2018,40579.99,41933.50508828251
Soyabean,2019,43365.17166666666,44912.29911519199
Soyabean,2020,43345.33375,45965.482335243556
Soyabean,2021,51990.40857142857,56955.46183544304
Sugarcane,1996,28335.289999999997,23946.553424657533
Sugarcane,1997,28943.6075,25630.817565445028
Sugarcane,1998,37217.65333333333,35482.33891221374
Sugarcane,1999,46430.08000000001,45518.32083472454
Sugarcane,2000,46932.935,46461.95545751634
Sugarcane,2001,47331.07,47371.664278260876
Sugarcane,2002,49199.65,48754.05549698795
Sugarcane,2003,45996.33,42829.54908611599
Sugarcane,2004,51296.42142857144,49119.39859793815
Sugarcane,2005,60451.630000000005,60353.9444338118
Sugarcane,2006,60530.469999999994,61466.87795698925
Sugarcane,2007,58647.62142857142,61459.621280575535
Sugarcane,2008,71184.16285714287,73477.87298418973
Sugarcane,2009,90700.9157142857,90945.09256214148
Sugarcane,2010,99305.24285714285,98718.31547579299
Sugarcane,2011,108135.29428571429,115543.38474964234
Sugarcane,2012,110864.13000000002,128046.88357041252
Sugarcane,2013,117679.49714285716,130077.77424375918
Sugarcane,2014,137671.855,146945.8692492013
Sugarcane,2015,141576.20833333334,150614.27015706807
Sugarcane,2016,142310.67,140400.23642857143
Sugarcane,2017,153524.39333333334,172805.73982672018
Sugarcane,2018,156073.678,157629.71042857142
Sugarcane,2019,151946.935,152759.5018825561
Sugarcane,2020,179474.81428571427,201514.74260344828
Sugarcane,2021,181443.0242857143,200106.07541603633
Sunflower,1996,8984.205,8497.070105820107
Sunflower,1997,8554.8,7367.425339805825
Sunflower,1998,8726.220000000001,7225.213442622951
Sunflower,1999,7161.28,7016.550377358491
Sunflower,2000,7204.323333333333,6947.854305555556
Sunflower,2001,10757.516666666668,9381.62060240964
Sunflower,2002,13489.046666666667,11846.207969924813
Sunflower,2003,10141.490000000002,9630.712641509434
Sunflower,2004,10937.726666666667,10087.0703125
Sunflower,2005,10175.19,9576.09119266055
Sunflower,2006,10822.54,10081.141324503313
Sunflower,2007,12457.843333333332,11957.409714285714
Sunflower,2008,16015.846666666665,14327.955266272187
Sunflower,2009,17497.456666666665,14244.277916666668
Sunflower,2010,19929.213333333333,17848.088125
Sunflower,2011,26030.516666666666,23598.94096774193
Sunflower,2012,30502.72666666667,26379.798965517242
Sunflower,2013,25116.956666666665,20535.2928125
Sunflower,2014,30355.565000000002,29209.56176470588
Sunflower,2015,36119.490000000005,32089.06225806452
Sunflower,2016,31608.035000000003,31271.882222222222
Sunflower,2017,28535.64,28535.64
Sunflower,2018,43493.6,33831.038095238095
Sunflower,2019,31300.870000000003,33186.988333333335
Sunflower,2020,53570.02666666667,48802.35866666666
Sunflower,2021,57520.823333333334,55174.663076923076
Tapioca,1997,23289.49,23289.49
Tapioca,1998,27426.47,27426.47
Tapioca,1999,30790.52,30790.519999999997
Tapioca,2000,31641.4,31641.400000000005
Tapioca,2001,34755.41,34755.41
Tur (Arhar),1996,7064.8420000000015,7708.834101633393
Tur (Arhar),1997,7718.459999999999,7831.350978473581
Tur (Arhar),1998,8456.545,8295.454889867842
Tur (Arhar),1999,10104.32125,10521.526058091285
Tur (Arhar),2000,8764.155714285713,9464.985224719101
Tur (Arhar),2001,10279.551428571429,11222.016580937972
Tur (Arhar),2002,10706.60125,11780.116769230768
Tur (Arhar),2003,12196.002499999999,12991.193759286773
Tur (Arhar),2004,12354.352857142858,13561.060855855858
Tur (Arhar),2005,13519.7175,15185.83239520958
Tur (Arhar),2006,13467.40111111111,15647.794033742333
Tur (Arhar),2007,15792.581111111112,17701.335884101038
Tur (Arhar),2008,18263.34888888889,21151.28376220872
Tur (Arhar),2009,22621.801111111112,28363.734072249583
Tur (Arhar),2010,24139.152222222223,30200.84170596394
Tur (Arhar),2011,26289.34375,31969.65358208955
Tur (Arhar),2012,31159.64875,38784.63287784679
Tur (Arhar),2013,34577.473750000005,41873.09551440329
Tur (Arhar),2014,38054.47000000001,44408.24617336152
Tur (Arhar),2015,47892.18142857143,60022.903852813855
Tur (Arhar),2016,48441.95857142857,60764.937541984735
Tur (Arhar),2017,43554.318,56180.94882899629
Tur (Arhar),2018,43522.193636363634,50136.948336714006
Tur (Arhar),2019,52238.62333333333,58376.63069819819
Tur (Arhar),2020,51298.74875,57518.14607287449
Tur (Arhar),2021,52514.902500000004,60168.19293333333
Tur (Arhar),2022,64859.434086,64859.434086
Tur (Arhar),2023,71493.958258,71493.958258
Tur (Arhar),2024,77126.60721399999,77126.607214
Tur (Arhar),2025,79911.391878,79911.39187799998
Urad,1996,5375.746,5177.888137931035
Urad,1997,5265.314,5010.6289314516125
Urad,1998,5317.6025,5056.511974358974
Urad,1999,6891.11,6870.911656184486
Urad,2000,7252.012857142857,7190.036532399298
Urad,2001,8201.751666666665,7992.86789380531
Urad,2002,8075.067499999999,8923.669567387687
Urad,2003,7156.42375,7123.364781144781
Urad,2004,7409.35125,6976.851627906977
Urad,2005,8568.252499999999,8718.835581854044
Urad,2006,11143.11875,10951.173102310231
Urad,2007,10389.724999999999,10347.445824
Urad,2008,11774.18,11332.312079002078
Urad,2009,15237.251250000001,14605.165859649122
Urad,2010,16982.512499999997,16344.517869127518
Urad,2011,20512.837499999998,19439.84022
Urad,2012,22250.54625,20763.095644820296
Urad,2013,22945.973749999997,21928.37982843137
Urad,2014,27375.264285714286,25941.544429347825
Urad,2015,31975.241428571426,31458.745599022008
Urad,2016,31654.842857142856,30099.38860091743
Urad,2017,31863.853333333333,29493.59078697422
Urad,2018,33990.935454545455,26550.23873605948
Urad,2019,34704.899999999994,30569.710117647057
Urad,2020,37001.19636363636,33124.99555921052
Urad,2021,38750.49272727273,35570.2746875
Urad,2022,38191.599478,38191.599478
Urad,2023,41699.621996,41699.621996
Urad,2024,44836.41942599999,44836.419426
Urad,2025,47237.563209,47237.563209
Watermelon,2010,16650.906135,16650.906135
Watermelon,2011,17808.167849,17808.167848999998
Watermelon,2012,19191.798605000004,19191.798605000004
Watermelon,2013,20977.122461,20977.122461
Watermelon,2014,22485.949933999993,22485.949934
Watermelon,2015,24934.241843,24934.241843
Watermelon,2016,26784.695075,26784.695075000003
Watermelon,2017,27768.622368,27768.622367999997
Watermelon,2018,29285.397642000004,29285.397642
Watermelon,2019,31849.071135999995,31849.071136
Watermelon,2020,34579.57537400001,34579.575374
Watermelon,2021,37318.062863,37318.062863
Watermelon,2022,40556.864924999994,40556.864925
Watermelon,2023,43732.87828,43732.878280000004
Watermelon,2024,47359.340004000005,47359.340004
Watermelon,2025,50000.0,50000.0
Wheat,1996,13022.07875,13399.895800865801
Wheat,1997,12862.6775,12678.125445609436
Wheat,1998,14492.164285714285,14135.209549945117
Wheat,1999,15955.037142857142,15774.02725829726
Wheat,2000,16406.33875,16394.115997023808
Wheat,2001,16863.3625,16707.07070742979
Wheat,2002,16944.912727272724,18064.663345145287
Wheat,2003,17346.60454545455,18214.70480659267
Wheat,2004,18007.533636363634,18865.14688507719
Wheat,2005,19588.500833333335,20780.61873617164
Wheat,2006,21791.8475,22795.15419007185
Wheat,2007,23531.914999999997,24696.391925796102
Wheat,2008,26101.063076923077,27222.190404695706
Wheat,2009,28858.373076923075,29678.156023901807
Wheat,2010,30915.510000000002,31873.66240175954
Wheat,2011,35653.70846153846,37922.94500770416
Wheat,2012,38578.34923076922,40811.02236972704
Wheat,2013,41660.275384615394,44317.76465578635
Wheat,2014,43831.29307692308,46911.782138913106
Wheat,2015,46466.88076923077,50165.80353729071
Wheat,2016,48543.2,53298.30037896593
Wheat,2017,53803.41142857144,57808.48929855144
Wheat,2018,55566.55428571429,60870.438635080005
Wheat,2019,56789.16928571429,60907.39203069658
Wheat,2020,59825.29846153846,63885.78206060606
Wheat,2021,61720.346153846156,66824.48613587458
